image_id,xmin,ymin,xmax,ymax,names
new_data304.jpeg,391,483,503,591,chancre fusicocum
new_data305.jpeg,1,408,580,1019,chancre fusicocum
new_data306.jpeg,332,268,737,1280,chancre fusicocum
new_data306.jpeg,1,1,291,322,chancre fusicocum
new_data306.jpeg,176,435,606,811,chancre fusicocum
new_data306.jpeg,34,591,280,692,chancre fusicocum
new_data307.jpeg,1,414,663,672,chancre fusicocum
new_data307.jpeg,318,591,645,1030,chancre fusicocum
new_data308.jpeg,159,565,409,1179,chancre fusicocum
new_data308.jpeg,713,415,883,604,chancre fusicocum
new_data308.jpeg,583,458,659,650,chancre fusicocum
new_data309.jpeg,53,334,663,953,chancre fusicocum
new_data310.jpeg,115,519,699,913,chancre fusicocum
new_data310.jpeg,1,264,953,592,chancre fusicocum
new_data311.jpeg,125,484,783,783,chancre fusicocum
new_data312.jpeg,139,401,1149,630,chancre fusicocum
new_data313.jpeg,418,380,655,633,chancre fusicocum
new_data313.jpeg,392,711,552,837,chancre fusicocum
new_data313.jpeg,56,17,298,235,chancre fusicocum
new_data314.jpeg,394,302,913,948,chancre fusicocum
new_data315.jpeg,48,756,424,1064,chancre fusicocum
new_data315.jpeg,338,727,584,1018,chancre fusicocum
new_data315.jpeg,556,171,960,652,chancre fusicocum
new_data315.jpeg,545,899,960,1060,chancre fusicocum
new_data316.jpeg,422,4,921,1280,chancre fusicocum
new_data316.jpeg,15,38,449,1276,chancre fusicocum
new_data317.jpeg,25,118,813,1142,chancre fusicocum
new_data318.jpeg,267,260,768,1152,chancre fusicocum
new_data318.jpeg,180,761,714,1023,chancre fusicocum
new_data318.jpeg,1,1041,191,1280,chancre fusicocum
new_data319.jpeg,210,241,501,1280,chancre fusicocum
new_data320.jpeg,494,63,686,1065,chancre fusicocum
new_data320.jpeg,155,204,445,967,chancre fusicocum
new_data321.jpeg,1,395,887,652,chancre fusicocum
new_data322.jpeg,461,103,855,750,chancre fusicocum
new_data322.jpeg,315,844,409,1031,chancre fusicocum
new_data323.jpeg,315,853,396,1050,chancre fusicocum
new_data323.jpeg,441,153,836,764,chancre fusicocum
new_data324.jpeg,264,177,467,348,chancre fusicocum
new_data324.jpeg,90,314,329,567,chancre fusicocum
new_data325.jpeg,233,149,675,373,chancre fusicocum
new_data325.jpeg,444,475,675,538,chancre fusicocum
new_data326.jpeg,290,544,490,954,chancre fusicocum
new_data326.jpeg,333,238,467,311,chancre fusicocum
new_data327.jpeg,249,565,655,779,chancre fusicocum
new_data327.jpeg,242,426,392,514,chancre fusicocum
new_data327.jpeg,349,1064,960,1280,chancre fusicocum
new_data328.jpeg,1,517,732,777,chancre fusicocum
new_data329.jpeg,333,621,637,990,chancre fusicocum
new_data330.jpeg,338,418,634,695,chancre fusicocum
new_data331.jpeg,356,610,652,850,chancre fusicocum
new_data332.jpeg,288,672,494,1141,chancre fusicocum
new_data333.jpeg,742,834,960,1218,chancre fusicocum
new_data333.jpeg,192,181,309,295,chancre fusicocum
new_data333.jpeg,437,798,624,891,chancre fusicocum
new_data334.jpeg,576,899,767,1163,chancre fusicocum
new_data334.jpeg,588,535,757,685,chancre fusicocum
new_data335.jpeg,148,517,409,764,chancre fusicocum
