image_id,xmin,ymin,xmax,ymax,names
new_data561.jpeg,28,525,829,776,scolytes
new_data561.jpeg,303,480,505,634,scolytes
new_data561.jpeg,19,141,798,577,scolytes
new_data561.jpeg,156,772,471,990,scolytes
new_data561.jpeg,446,975,533,1153,scolytes
new_data562.jpeg,287,430,645,984,scolytes
new_data563.jpeg,1,448,633,1049,scolytes
new_data563.jpeg,1,433,237,649,scolytes
new_data564.jpeg,73,129,1273,631,scolytes
new_data565.jpeg,274,533,652,1058,scolytes
new_data566.jpeg,260,163,629,923,scolytes
new_data567.jpeg,506,337,629,800,scolytes
new_data567.jpeg,783,765,872,983,scolytes
new_data567.jpeg,702,104,851,546,scolytes
new_data568.jpeg,295,264,722,548,scolytes
new_data568.jpeg,418,514,857,781,scolytes
new_data568.jpeg,1,622,411,942,scolytes
new_data568.jpeg,203,885,324,984,scolytes
new_data568.jpeg,65,867,198,957,scolytes
new_data569.jpeg,514,292,671,872,scolytes
new_data569.jpeg,410,468,519,802,scolytes
new_data569.jpeg,92,742,195,892,scolytes
new_data570.jpeg,356,29,521,915,scolytes
new_data571.jpeg,526,294,883,879,scolytes
new_data571.jpeg,202,48,501,760,scolytes
new_data572.jpeg,284,396,479,644,scolytes
new_data572.jpeg,110,991,376,1192,scolytes
new_data572.jpeg,579,985,749,1244,scolytes
new_data572.jpeg,1,1,183,200,scolytes
new_data573.jpeg,760,1,1007,960,scolytes
new_data574.jpeg,576,7,771,822,scolytes
new_data575.jpeg,233,500,536,761,scolytes
new_data576.jpeg,301,72,651,764,scolytes
new_data577.jpeg,21,538,899,1017,scolytes
new_data578.jpeg,110,275,825,1103,scolytes
new_data579.jpeg,45,137,960,961,scolytes
new_data580.jpeg,336,513,401,852,scolytes
new_data580.jpeg,394,650,463,910,scolytes
new_data580.jpeg,264,773,338,922,scolytes
new_data580.jpeg,656,7,761,453,scolytes
new_data580.jpeg,692,296,896,603,scolytes
new_data580.jpeg,525,213,645,590,scolytes
new_data581.jpeg,180,475,761,711,scolytes
new_data581.jpeg,190,1,813,350,scolytes
new_data582.jpeg,41,300,518,521,scolytes
new_data583.jpeg,325,494,392,796,scolytes
new_data583.jpeg,398,623,440,891,scolytes
new_data583.jpeg,555,194,655,560,scolytes
new_data583.jpeg,714,279,907,571,scolytes
new_data583.jpeg,657,1,790,480,scolytes
new_data584.jpeg,422,273,525,707,scolytes
new_data584.jpeg,72,775,144,1040,scolytes
new_data584.jpeg,141,917,217,1187,scolytes
new_data584.jpeg,294,473,413,845,scolytes
new_data585.jpeg,152,83,686,917,scolytes
new_data586.jpeg,409,1,757,710,scolytes
new_data587.jpeg,618,644,929,923,scolytes
new_data587.jpeg,649,311,899,506,scolytes
new_data588.jpeg,334,215,621,1280,scolytes
