image_id,xmin,ymin,xmax,ymax,names
new_data468.jpeg,1,507,138,768,acariens
new_data469.jpeg,253,444,444,979,acariens
new_data469.jpeg,615,380,960,877,acariens
new_data469.jpeg,1,617,202,892,acariens
new_data469.jpeg,319,1118,840,1265,acariens
new_data469.jpeg,1,237,432,494,acariens
new_data469.jpeg,305,271,484,496,acariens
new_data469.jpeg,601,264,894,427,acariens
new_data469.jpeg,630,353,960,585,acariens
new_data470.jpeg,118,672,794,925,acariens
new_data470.jpeg,538,765,763,945,acariens
new_data470.jpeg,332,927,698,1280,acariens
new_data471.jpeg,664,690,918,804,acariens
new_data471.jpeg,411,438,642,776,acariens
new_data471.jpeg,552,819,659,1031,acariens
new_data472.jpeg,330,252,564,1080,acariens
new_data473.jpeg,279,271,510,1098,acariens
new_data474.jpeg,480,518,814,1129,acariens
new_data474.jpeg,269,425,415,707,acariens
new_data474.jpeg,392,225,772,381,acariens
new_data474.jpeg,1,237,267,425,acariens
new_data474.jpeg,428,384,611,475,acariens
new_data475.jpeg,271,525,675,731,acariens
new_data475.jpeg,744,746,874,1100,acariens
new_data475.jpeg,549,633,707,906,acariens
new_data476.jpeg,544,404,937,954,acariens
new_data476.jpeg,349,417,632,856,acariens
new_data476.jpeg,30,368,222,725,acariens
new_data476.jpeg,602,17,960,281,acariens
new_data477.jpeg,179,423,621,619,acariens
new_data477.jpeg,152,681,338,913,acariens
new_data477.jpeg,37,961,253,1121,acariens
new_data478.jpeg,164,714,490,1260,acariens
new_data478.jpeg,290,685,790,992,acariens
new_data478.jpeg,210,385,674,617,acariens
new_data479.jpeg,346,263,582,890,acariens
new_data480.jpeg,557,460,753,1061,acariens
new_data480.jpeg,1,827,564,1065,acariens
new_data481.jpeg,272,306,774,845,acariens
new_data481.jpeg,130,372,299,834,acariens
new_data481.jpeg,188,879,318,1265,acariens
new_data481.jpeg,492,717,778,1277,acariens
new_data482.jpeg,505,248,694,838,acariens
new_data482.jpeg,396,434,561,1034,acariens
new_data482.jpeg,29,664,164,1119,acariens
new_data483.jpeg,469,429,752,854,acariens
new_data483.jpeg,295,465,444,995,acariens
new_data483.jpeg,464,245,930,375,acariens
new_data483.jpeg,326,211,467,463,acariens
new_data484.jpeg,53,113,369,1152,acariens
new_data484.jpeg,299,330,602,963,acariens
new_data485.jpeg,157,195,892,1184,acariens
new_data486.jpeg,407,677,657,1280,acariens
new_data486.jpeg,1,391,409,685,acariens
new_data486.jpeg,575,84,960,515,acariens
new_data487.jpeg,419,414,646,1108,acariens
new_data487.jpeg,1,457,374,790,acariens
new_data487.jpeg,1,310,337,567,acariens
new_data487.jpeg,1,1,363,227,acariens
new_data487.jpeg,1,907,241,1067,acariens
new_data488.jpeg,208,341,320,744,acariens
new_data488.jpeg,316,342,448,667,acariens
new_data489.jpeg,455,303,718,1103,acariens
new_data489.jpeg,141,410,506,1195,acariens
new_data489.jpeg,1,177,440,560,acariens
new_data490.jpeg,534,564,822,1017,acariens
new_data490.jpeg,240,592,441,1015,acariens
new_data490.jpeg,226,153,460,465,acariens
new_data491.jpeg,329,613,582,1085,acariens
new_data491.jpeg,2,633,245,1071,acariens
new_data491.jpeg,1,217,259,510,acariens
new_data491.jpeg,445,567,683,879,acariens
new_data492.jpeg,489,548,648,829,acariens
new_data492.jpeg,148,1061,447,1185,acariens
new_data492.jpeg,370,800,478,957,acariens
new_data493.jpeg,213,580,632,990,acariens
new_data493.jpeg,379,495,645,630,acariens
new_data493.jpeg,55,576,278,913,acariens
new_data493.jpeg,367,50,736,484,acariens
new_data493.jpeg,540,726,701,1137,acariens
new_data493.jpeg,695,619,899,1060,acariens
new_data494.jpeg,180,460,536,733,acariens
new_data495.jpeg,677,441,1198,709,acariens
new_data495.jpeg,1,543,478,732,acariens
new_data495.jpeg,1,707,413,960,acariens
new_data495.jpeg,382,368,617,646,acariens
new_data496.jpeg,18,294,401,773,acariens
new_data496.jpeg,496,358,767,837,acariens
new_data496.jpeg,768,473,960,817,acariens
new_data496.jpeg,391,598,495,899,acariens
new_data496.jpeg,1,752,329,919,acariens
new_data497.jpeg,137,730,686,958,acariens
new_data497.jpeg,169,275,834,527,acariens
new_data497.jpeg,513,757,822,988,acariens
new_data497.jpeg,414,500,755,642,acariens
new_data497.jpeg,605,273,829,357,acariens
new_data498.jpeg,363,368,872,685,acariens
new_data498.jpeg,4,282,326,614,acariens
new_data498.jpeg,333,678,777,935,acariens
new_data499.jpeg,25,440,434,617,acariens
new_data499.jpeg,159,291,487,568,acariens
new_data499.jpeg,309,841,619,1280,acariens
new_data499.jpeg,715,837,855,1280,acariens
new_data499.jpeg,651,392,960,637,acariens
new_data499.jpeg,125,864,409,1150,acariens
new_data499.jpeg,544,222,680,596,acariens
new_data500.jpeg,211,538,413,892,acariens
new_data500.jpeg,296,541,757,683,acariens
new_data500.jpeg,30,813,186,960,acariens
new_data500.jpeg,263,1040,494,1280,acariens
new_data500.jpeg,37,1087,175,1268,acariens
new_data501.jpeg,215,23,495,602,acariens
new_data501.jpeg,278,815,624,1203,acariens
new_data501.jpeg,314,754,674,980,acariens
new_data501.jpeg,398,646,925,804,acariens
new_data502.jpeg,363,507,567,823,acariens
new_data502.jpeg,1,657,269,985,acariens
new_data502.jpeg,75,237,267,649,acariens
new_data502.jpeg,669,807,960,1021,acariens
new_data502.jpeg,219,810,480,1033,acariens
new_data503.jpeg,278,461,429,646,acariens
new_data503.jpeg,432,557,584,787,acariens
new_data503.jpeg,290,727,429,973,acariens
new_data503.jpeg,94,354,346,423,acariens
new_data503.jpeg,596,854,691,1192,acariens
new_data503.jpeg,449,742,586,1010,acariens
new_data503.jpeg,515,558,834,644,acariens
new_data503.jpeg,471,471,759,531,acariens
new_data503.jpeg,1,738,234,822,acariens
new_data503.jpeg,1,433,265,517,acariens
new_data504.jpeg,272,598,644,871,acariens
new_data504.jpeg,60,908,153,1280,acariens
new_data504.jpeg,619,11,828,518,acariens
new_data504.jpeg,759,914,905,1280,acariens
new_data504.jpeg,765,591,960,935,acariens
new_data504.jpeg,157,704,422,844,acariens
new_data505.jpeg,287,618,514,1088,acariens
new_data505.jpeg,398,461,960,746,acariens
new_data505.jpeg,1,794,249,1280,acariens
new_data506.jpeg,567,648,738,1131,acariens
new_data506.jpeg,357,618,528,1071,acariens
new_data506.jpeg,126,564,407,903,acariens
new_data506.jpeg,84,473,491,587,acariens
new_data506.jpeg,72,221,513,463,acariens
new_data506.jpeg,637,483,960,576,acariens
new_data506.jpeg,605,230,898,500,acariens
new_data506.jpeg,506,149,722,403,acariens
new_data506.jpeg,563,557,842,875,acariens
new_data506.jpeg,165,14,452,215,acariens
new_data506.jpeg,591,57,844,291,acariens
new_data507.jpeg,468,503,630,749,acariens
new_data507.jpeg,1,483,361,819,acariens
new_data507.jpeg,487,652,664,1095,acariens
new_data507.jpeg,1,434,132,675,acariens
new_data507.jpeg,118,921,392,1154,acariens
new_data507.jpeg,186,1011,315,1280,acariens
new_data507.jpeg,563,306,721,506,acariens
new_data507.jpeg,722,533,849,734,acariens
new_data596.jpeg,323,580,494,1098,acariens
new_data597.jpeg,267,587,647,1110,acariens
new_data628.jpeg,151,298,241,581,acariens
new_data628.jpeg,529,365,616,522,acariens
new_data628.jpeg,186,527,378,665,acariens
new_data628.jpeg,352,818,412,925,acariens
new_data629.jpeg,220,271,424,645,acariens
new_data634.jpeg,460,502,669,1040,acariens
new_data634.jpeg,48,299,432,495,acariens
new_data635.jpeg,1,548,425,856,acariens
new_data635.jpeg,505,692,717,1231,acariens
new_data635.jpeg,246,863,476,1280,acariens
new_data635.jpeg,164,271,440,487,acariens
new_data635.jpeg,264,656,459,979,acariens
new_data636.jpeg,459,457,528,637,acariens
new_data636.jpeg,291,696,444,864,acariens
new_data636.jpeg,228,602,294,842,acariens
new_data636.jpeg,736,944,899,1179,acariens
new_data636.jpeg,517,588,669,672,acariens
new_data636.jpeg,46,606,201,867,acariens
new_data636.jpeg,240,485,333,684,acariens
new_data637.jpeg,545,411,892,775,acariens
new_data637.jpeg,425,507,584,929,acariens
new_data637.jpeg,557,319,745,437,acariens
new_data637.jpeg,122,495,352,769,acariens
new_data637.jpeg,542,1,692,218,acariens
new_data638.jpeg,494,408,657,706,acariens
new_data638.jpeg,386,369,518,664,acariens
new_data638.jpeg,241,507,361,811,acariens
new_data638.jpeg,374,594,499,1110,acariens
new_data638.jpeg,753,410,960,661,acariens
new_data639.jpeg,499,604,903,725,acariens
new_data639.jpeg,305,700,476,1006,acariens
new_data639.jpeg,68,790,217,1257,acariens
new_data639.jpeg,552,840,684,1131,acariens
new_data639.jpeg,71,584,259,721,acariens
new_data639.jpeg,733,790,883,1031,acariens
new_data639.jpeg,182,802,333,1157,acariens
new_data640.jpeg,414,533,579,935,acariens
new_data640.jpeg,334,76,503,348,acariens
new_data640.jpeg,309,498,488,653,acariens
new_data640.jpeg,671,569,776,1106,acariens
new_data640.jpeg,149,1125,660,1280,acariens
new_data641.jpeg,307,645,619,811,acariens
new_data641.jpeg,159,871,330,1025,acariens
new_data641.jpeg,164,1015,487,1280,acariens
new_data641.jpeg,1,494,183,738,acariens
new_data641.jpeg,736,452,842,815,acariens
new_data641.jpeg,538,364,703,615,acariens
new_data641.jpeg,455,956,649,1092,acariens
new_data642.jpeg,422,403,582,894,acariens
new_data642.jpeg,563,329,960,775,acariens
new_data642.jpeg,378,1,960,168,acariens
new_data642.jpeg,632,113,960,330,acariens
new_data643.jpeg,284,188,853,381,acariens
new_data643.jpeg,325,549,533,1195,acariens
new_data643.jpeg,407,427,610,794,acariens
new_data643.jpeg,1,531,201,919,acariens
new_data644.jpeg,502,665,764,1045,acariens
new_data644.jpeg,151,876,726,1119,acariens
new_data644.jpeg,94,1072,317,1280,acariens
new_data644.jpeg,333,22,590,277,acariens
new_data644.jpeg,352,399,471,646,acariens
new_data644.jpeg,655,335,906,554,acariens
new_data644.jpeg,776,35,864,213,acariens
new_data644.jpeg,411,688,491,875,acariens
new_data644.jpeg,515,604,788,740,acariens
new_data645.jpeg,429,649,687,1280,acariens
new_data645.jpeg,128,568,372,842,acariens
new_data645.jpeg,519,260,960,431,acariens
new_data645.jpeg,1,708,210,1117,acariens
new_data646.jpeg,444,499,959,638,acariens
new_data646.jpeg,346,817,546,1280,acariens
new_data646.jpeg,84,740,302,1008,acariens
new_data647.jpeg,482,449,783,771,acariens
new_data647.jpeg,242,457,413,890,acariens
new_data647.jpeg,1,342,357,411,acariens
new_data647.jpeg,561,322,886,460,acariens
new_data647.jpeg,537,695,745,917,acariens
new_data647.jpeg,336,1,479,372,acariens
new_data648.jpeg,142,760,729,984,acariens
new_data648.jpeg,491,568,761,929,acariens
new_data648.jpeg,507,507,774,633,acariens
new_data648.jpeg,201,634,398,992,acariens
new_data648.jpeg,338,314,456,529,acariens
new_data648.jpeg,84,972,364,1277,acariens
new_data648.jpeg,401,607,484,790,acariens
new_data648.jpeg,641,240,882,408,acariens
new_data649.jpeg,483,479,778,742,acariens
new_data649.jpeg,446,731,551,1192,acariens
new_data649.jpeg,171,690,418,1073,acariens
new_data649.jpeg,606,73,960,296,acariens
new_data649.jpeg,282,4,499,329,acariens
new_data649.jpeg,1,291,203,453,acariens
new_data649.jpeg,71,630,263,979,acariens
new_data650.jpeg,359,598,618,961,acariens
new_data650.jpeg,419,356,960,538,acariens
new_data650.jpeg,733,226,960,490,acariens
new_data650.jpeg,1,877,202,1280,acariens
new_data650.jpeg,475,22,630,187,acariens
new_data651.jpeg,383,61,530,529,acariens
new_data651.jpeg,291,617,522,1257,acariens
new_data651.jpeg,579,633,960,1015,acariens
new_data651.jpeg,592,523,960,634,acariens
new_data651.jpeg,1,442,395,544,acariens
new_data651.jpeg,591,921,856,1206,acariens
new_data652.jpeg,421,510,746,599,acariens
new_data652.jpeg,1,672,90,1175,acariens
new_data652.jpeg,486,675,779,971,acariens
new_data652.jpeg,194,399,453,615,acariens
new_data652.jpeg,455,717,538,987,acariens
new_data653.jpeg,357,645,478,844,acariens
new_data653.jpeg,306,331,428,561,acariens
new_data653.jpeg,468,380,715,585,acariens
new_data653.jpeg,1,614,337,776,acariens
new_data653.jpeg,584,608,687,745,acariens
new_data653.jpeg,483,698,637,875,acariens
new_data654.jpeg,441,595,803,811,acariens
new_data654.jpeg,236,315,645,508,acariens
new_data654.jpeg,301,787,418,1280,acariens
new_data654.jpeg,153,721,298,1280,acariens
new_data654.jpeg,1,557,228,679,acariens
new_data654.jpeg,628,1,753,300,acariens
new_data654.jpeg,372,660,865,1219,acariens
